N,P,K,temperature,humidity,ph,rainfall,label
101.57,32.48,23.55,22.3,62.16,6.51,140.56,maize
27.59,60.18,17.23,32.81,59.41,4.57,52.56,mothbeans
27.18,62.03,27.86,29.01,23.87,6.23,63.79,lentil
23.62,5.78,29.58,30.42,93.13,5.54,190.87,coconut
83.0,8.75,51.39,26.72,76.82,6.56,62.29,watermelon
25.22,47.96,15.29,27.29,58.76,5.9,30.92,mothbeans
21.73,15.17,5.57,27.61,92.53,7.72,102.66,orange
68.42,50.29,26.92,34.8,84.3,7.02,118.93,sugarcane
70.37,43.52,50.34,34.22,83.12,6.41,115.15,sugarcane
11.4,13.24,46.03,25.43,89.82,7.44,37.55,pomegranate
11.93,12.2,13.08,28.89,89.39,6.67,97.51,orange
104.08,87.62,45.68,31.51,94.59,6.98,216.83,banana
17.39,74.48,210.45,23.1,65.48,6.66,82.97,grapes
17.49,13.53,29.81,27.65,91.61,6.19,173.99,coconut
23.55,36.68,28.4,33.34,68.14,6.89,63.53,mango
128.43,38.16,16.6,31.26,57.3,6.15,81.86,cotton
16.15,121.78,213.65,19.78,90.46,6.83,154.71,apple
18.68,60.78,28.06,20.38,25.69,5.58,45.78,lentil
73.35,54.5,43.81,23.05,89.88,5.84,153.55,rice
65.67,57.14,28.52,20.86,59.7,7.31,111.13,wheat
22.26,17.15,6.75,23.74,93.5,7.47,103.73,orange
84.56,38.28,39.3,19.6,76.83,5.4,214.71,coffee
107.84,9.49,54.94,27.45,91.38,6.17,47.07,muskmelon
103.4,13.76,55.37,33.74,92.58,6.34,23.09,muskmelon
16.58,9.54,13.16,30.25,84.12,7.41,119.94,orange
33.0,116.25,191.02,23.0,92.35,6.91,132.98,apple
96.09,13.4,50.29,35.36,89.21,6.63,42.0,muskmelon
89.45,39.92,48.39,19.59,61.85,5.88,171.77,coffee
28.48,61.37,23.33,26.64,58.81,3.5,56.71,mothbeans
21.21,37.73,50.58,25.35,41.64,7.4,142.67,mango
20.83,31.81,52.96,27.09,40.6,5.74,136.74,mango
23.63,74.86,18.38,15.23,18.08,5.53,99.89,kidneybeans
26.7,57.49,20.56,18.71,18.03,6.13,75.52,kidneybeans
81.89,41.11,36.29,22.67,93.42,6.47,241.37,rice
19.87,19.89,10.53,34.93,81.15,6.21,113.0,orange
105.16,39.65,25.41,31.36,48.14,6.16,76.1,cotton
25.75,14.74,5.78,20.46,92.48,7.34,110.17,orange
69.08,58.02,46.06,31.23,48.81,6.29,76.1,millet
66.05,57.58,47.2,36.38,43.03,6.24,58.52,millet
38.97,124.08,204.6,19.28,94.61,6.04,147.17,apple
12.57,6.08,37.17,19.01,94.25,5.98,42.18,pomegranate
46.88,66.03,58.21,29.31,83.23,6.73,175.2,papaya
20.32,65.6,19.05,18.94,19.65,5.65,76.16,kidneybeans
105.97,12.37,44.89,24.6,80.91,6.67,63.62,watermelon
29.79,66.22,18.29,18.82,19.4,6.19,64.78,kidneybeans
28.07,15.34,48.32,28.59,49.14,5.58,103.99,mango
69.28,56.36,44.43,25.23,84.87,6.06,123.03,papaya
125.93,35.82,24.04,25.92,63.41,5.39,242.3,sugarcane
45.04,65.67,59.78,26.19,92.05,6.15,113.19,papaya
27.16,68.25,19.9,21.64,21.06,5.75,86.0,kidneybeans
12.12,10.44,36.24,28.14,90.73,7.34,43.64,pomegranate
93.97,9.79,47.26,23.06,92.7,7.44,62.85,watermelon
69.15,52.95,34.89,30.19,76.12,6.46,138.82,sugarcane
38.98,68.39,209.8,18.38,68.82,5.9,84.01,grapes
116.05,34.87,49.61,17.36,69.79,5.4,192.42,coffee
124.82,85.22,54.37,23.1,85.82,6.6,120.99,banana
41.57,86.27,89.95,17.48,18.12,7.58,84.32,chickpea
88.06,33.32,51.34,21.02,60.76,5.46,175.17,coffee
30.2,29.62,47.1,34.68,51.43,6.07,113.17,mango
92.54,13.07,54.06,32.92,92.18,6.97,36.62,muskmelon
64.38,32.4,33.19,24.78,56.12,6.71,88.13,maize
119.27,47.86,58.5,28.91,85.32,6.58,225.72,rice
127.79,62.78,44.35,32.58,89.28,6.07,174.14,banana
11.05,11.98,39.5,23.43,83.13,6.36,47.69,pomegranate
38.31,103.39,199.44,24.73,82.46,5.59,153.14,apple
85.7,41.12,45.18,23.41,91.24,6.73,165.83,rice
73.98,30.52,40.93,24.62,77.59,5.74,105.91,sugarcane
61.63,49.28,34.07,24.62,71.26,6.07,181.75,rice
71.92,7.97,43.64,23.43,75.68,7.19,44.86,watermelon
63.7,45.51,38.94,28.27,46.71,6.41,44.45,millet
21.23,57.33,16.36,18.46,24.97,6.23,80.44,kidneybeans
107.52,71.71,45.38,31.03,76.86,6.29,178.7,banana
17.09,53.04,22.38,19.02,35.43,5.81,34.95,lentil
27.73,124.46,210.36,22.25,87.32,6.57,136.98,apple
27.8,55.73,85.6,20.72,19.14,7.26,65.11,chickpea
65.57,52.71,50.49,35.78,80.15,6.42,112.03,papaya
7.85,10.87,35.64,22.94,86.97,6.42,57.7,pomegranate
62.76,31.62,52.06,26.07,78.46,5.24,213.73,sugarcane
101.93,97.03,41.63,23.3,91.18,6.42,216.65,banana
123.44,67.15,68.48,27.45,77.74,6.65,166.94,banana
21.2,62.89,21.5,19.99,23.72,5.55,70.79,kidneybeans
54.06,34.18,42.21,37.31,54.07,6.66,48.33,millet
26.03,19.2,29.06,25.42,90.32,6.26,195.03,coconut
34.81,16.27,54.88,30.22,51.87,6.97,105.77,mango
19.88,6.62,44.53,26.29,89.02,6.51,38.56,pomegranate
77.11,45.51,43.21,23.33,83.97,7.44,192.09,jute
34.39,9.88,34.94,26.16,94.18,5.98,141.35,coconut
85.92,11.82,45.98,32.91,90.7,7.42,41.83,muskmelon
95.25,55.56,32.73,13.75,65.36,5.9,76.93,wheat
18.58,62.91,17.09,32.65,48.88,5.57,40.31,mothbeans
78.2,59.2,50.85,26.46,94.24,6.75,218.55,jute
20.03,64.72,24.37,31.87,50.12,3.88,32.91,mothbeans
25.65,70.79,217.84,23.14,79.86,6.68,54.05,grapes
109.59,31.9,25.87,27.47,54.53,6.15,67.62,cotton
106.09,8.0,57.49,33.52,91.24,6.08,26.52,muskmelon
26.46,22.11,39.14,31.36,50.98,6.5,71.05,mango
84.96,30.93,34.03,25.8,48.25,7.08,61.77,cotton
137.7,33.48,38.52,23.84,49.36,6.91,64.48,cotton
29.45,53.13,91.75,18.11,18.33,6.87,67.06,chickpea
88.63,44.8,37.03,31.81,91.99,6.4,170.57,jute
10.87,6.5,40.06,18.3,85.88,6.11,58.66,pomegranate
122.77,81.74,40.23,33.48,75.95,6.38,171.36,banana
14.11,7.76,14.9,25.44,81.11,6.06,93.46,orange
106.8,32.48,29.85,17.79,62.02,5.51,175.06,coffee
49.49,64.19,58.11,32.63,94.16,6.52,175.24,papaya
120.22,20.0,47.51,17.09,58.6,5.38,203.94,coffee
22.97,132.25,199.3,20.27,81.97,6.5,158.24,apple
63.16,61.84,45.54,35.49,93.07,6.67,137.87,papaya
128.2,37.72,53.03,25.5,70.42,6.61,128.19,sugarcane
116.25,27.55,29.17,17.15,52.31,5.97,141.15,coffee
30.44,24.36,34.69,31.55,41.27,7.37,102.09,mango
105.75,12.02,42.72,31.38,75.01,6.38,56.67,watermelon
105.79,7.82,54.24,29.95,92.48,7.02,38.38,muskmelon
120.99,37.75,39.97,17.6,72.06,6.31,140.68,coffee
92.82,10.27,53.63,30.85,88.94,6.82,26.03,muskmelon
66.95,57.6,45.35,28.25,72.49,7.2,200.43,jute
37.91,135.12,193.96,14.76,87.96,5.71,108.18,apple
68.24,36.95,54.44,23.72,70.33,6.32,231.85,jute
32.13,16.01,38.83,33.25,55.63,7.46,97.28,mango
90.55,30.17,50.25,26.16,54.2,5.81,146.32,coffee
20.01,26.8,29.71,28.16,50.56,6.75,73.62,mango
59.88,52.6,45.19,29.7,45.63,6.39,32.98,millet
67.09,28.22,27.6,31.06,78.05,6.82,139.79,sugarcane
27.72,9.04,14.63,30.13,83.69,7.11,113.56,orange
92.25,56.56,26.55,21.46,72.64,7.25,67.37,maize
22.98,57.04,15.01,31.44,57.06,5.48,44.75,mothbeans
84.37,7.29,57.5,27.03,92.63,7.21,27.25,muskmelon
31.97,23.26,49.94,34.97,56.64,5.64,65.5,mango
77.49,38.48,52.16,23.82,60.3,7.08,247.39,sugarcane
14.46,109.19,191.08,13.9,90.59,6.15,169.66,apple
84.51,8.46,58.94,27.31,82.49,6.15,44.97,watermelon
12.74,33.56,52.93,35.96,58.75,5.62,114.46,mango
13.83,10.67,8.74,28.99,94.65,6.49,91.39,orange
35.67,87.4,192.04,25.28,77.21,5.64,79.0,grapes
23.27,5.97,10.09,31.27,89.68,7.02,104.96,orange
94.37,13.28,41.83,23.9,91.61,6.1,67.09,watermelon
78.87,42.93,49.11,16.06,55.44,7.48,96.04,wheat
56.32,69.67,43.88,32.98,80.25,6.84,167.86,papaya
29.71,16.73,10.38,26.36,93.67,6.9,90.03,orange
111.02,57.95,57.95,27.09,84.86,7.41,104.86,sugarcane
65.1,30.02,33.82,35.38,56.94,6.59,57.07,millet
73.49,53.32,53.48,25.24,71.41,7.3,205.7,sugarcane
117.65,49.07,54.86,27.07,80.89,6.6,294.82,rice
91.69,8.22,49.74,27.69,86.63,7.29,43.35,watermelon
99.99,9.75,43.82,31.85,91.0,6.54,47.66,watermelon
74.28,42.95,25.23,10.79,62.25,6.55,102.2,wheat
25.15,69.57,24.26,18.43,24.95,6.3,113.25,kidneybeans
13.85,71.45,17.34,15.32,19.26,6.33,71.86,kidneybeans
40.03,52.95,57.66,28.92,81.21,6.24,116.27,papaya
94.76,7.08,52.4,31.99,86.99,7.1,68.36,watermelon
23.74,51.08,19.11,26.44,58.25,4.05,41.19,mothbeans
63.22,69.08,48.02,25.37,87.68,6.92,170.93,papaya
88.98,11.28,53.45,25.81,91.49,7.37,48.12,muskmelon
56.99,59.26,42.33,26.18,90.94,6.19,147.29,papaya
17.73,113.61,200.66,10.7,93.17,5.9,110.58,apple
126.51,24.15,31.7,25.04,72.0,5.44,166.47,coffee
138.84,23.1,46.11,21.78,74.89,6.25,146.33,coffee
77.31,16.68,55.26,24.13,85.04,6.48,55.91,watermelon
12.57,19.15,5.1,32.16,92.51,6.68,102.57,orange
15.38,63.63,18.75,25.56,56.21,3.7,55.19,mothbeans
18.62,76.72,26.61,22.65,26.26,6.72,33.0,lentil
37.28,100.32,198.39,17.92,93.81,6.55,131.23,apple
75.38,14.05,52.74,25.11,84.39,7.35,43.85,watermelon
18.52,12.01,9.09,32.07,84.76,6.76,95.39,orange
37.02,89.43,182.19,29.18,76.87,6.83,55.55,grapes
28.98,78.54,181.07,15.04,66.57,6.93,91.71,grapes
88.68,6.91,47.92,34.61,91.59,6.93,47.01,muskmelon
25.87,50.39,15.03,31.21,45.34,4.42,61.68,mothbeans
27.15,62.82,21.95,29.41,48.92,3.95,65.81,mothbeans
122.7,32.79,38.03,33.66,55.59,7.4,76.07,cotton
26.2,61.31,17.68,26.83,53.09,4.65,45.76,mothbeans
17.46,33.76,30.37,32.99,52.46,5.71,113.86,mango
20.81,45.05,15.81,26.93,55.3,5.56,62.93,mothbeans
27.84,12.44,37.49,30.7,94.26,6.03,191.85,coconut
32.95,13.7,37.66,29.27,92.91,5.98,147.84,coconut
124.81,18.84,38.78,19.31,52.63,5.08,199.42,coffee
114.86,44.83,32.42,25.88,56.64,5.79,83.47,maize
13.79,12.14,13.97,21.8,94.04,6.36,90.57,orange
80.5,7.44,45.31,31.73,93.38,6.62,36.54,muskmelon
131.58,27.61,37.59,16.94,52.89,5.71,181.47,coffee
125.98,78.73,58.22,30.9,87.76,6.2,134.75,banana
18.21,47.74,22.78,25.82,61.84,5.56,41.67,mothbeans
107.77,55.82,56.97,22.1,76.24,5.65,267.02,rice
48.18,58.14,40.37,30.39,81.95,6.27,147.93,papaya
86.61,54.22,38.1,24.03,76.77,7.49,169.67,jute
91.65,68.65,44.51,22.02,44.15,6.0,94.88,wheat
86.88,14.92,51.59,31.35,75.68,7.36,51.55,watermelon
68.6,41.6,39.6,30.63,54.96,6.53,55.63,millet
97.26,31.61,52.79,20.04,78.7,6.46,151.27,coffee
67.17,46.08,52.87,21.85,75.41,6.23,258.69,rice
34.98,61.86,74.55,17.04,14.23,7.89,83.92,chickpea
12.14,6.97,49.82,26.48,82.79,6.08,50.28,pomegranate
22.41,28.53,30.37,31.08,61.38,5.9,95.47,mango
24.0,53.16,22.21,32.87,53.61,5.02,37.94,mothbeans
28.72,9.58,7.4,32.14,89.91,7.88,119.31,orange
16.96,108.79,217.27,15.09,89.03,6.76,145.99,apple
66.38,41.77,27.4,33.51,69.24,6.11,139.49,sugarcane
73.34,47.07,45.07,25.23,77.34,5.86,119.34,sugarcane
21.96,14.26,31.06,25.45,97.67,5.74,139.65,coconut
26.13,72.16,185.28,26.84,64.29,5.89,74.21,grapes
81.18,47.34,43.67,31.17,86.16,7.44,171.96,jute
126.34,47.66,27.51,26.48,40.74,6.21,79.12,cotton
111.15,80.56,48.26,26.55,77.96,5.71,205.65,banana
13.04,14.15,46.16,21.94,88.34,6.52,34.8,pomegranate
97.63,41.59,48.7,24.76,74.14,6.87,86.77,maize
49.01,69.42,57.55,34.92,93.51,6.51,133.68,papaya
84.1,57.44,34.71,23.65,42.2,5.66,92.58,wheat
25.28,65.57,15.64,16.87,19.08,5.57,101.8,kidneybeans
20.83,51.96,23.96,27.08,29.27,6.6,55.54,lentil
86.94,48.16,39.83,32.46,51.73,6.14,54.48,millet
19.73,18.5,27.61,33.92,96.8,6.13,136.44,coconut
27.01,10.25,26.16,29.44,94.6,5.86,162.58,coconut
77.5,42.08,47.41,34.1,91.42,7.49,230.59,jute
13.67,132.27,199.88,18.76,85.85,6.62,116.52,apple
15.67,14.49,36.25,26.44,91.99,5.53,56.73,pomegranate
102.42,12.57,53.07,29.38,91.96,6.3,22.72,muskmelon
25.43,62.08,21.64,33.68,58.89,4.48,59.11,mothbeans
23.14,91.16,193.05,16.47,78.44,6.8,68.78,grapes
37.18,64.83,96.7,24.99,18.9,7.91,86.6,chickpea
109.4,39.9,30.38,21.86,78.12,6.95,70.16,maize
31.2,83.7,216.42,15.98,67.62,6.01,50.99,grapes
82.74,30.86,55.53,21.82,75.3,6.7,201.05,rice
97.42,51.4,56.26,30.73,72.68,7.11,226.1,sugarcane
88.09,46.91,40.57,23.46,73.89,6.7,214.02,jute
69.25,57.85,21.99,29.08,62.23,6.65,70.75,millet
31.19,63.63,199.19,19.57,77.58,6.79,87.36,grapes
33.81,18.83,28.77,32.03,90.61,6.81,226.81,coconut
23.89,11.48,28.95,33.65,98.94,6.6,141.65,coconut
16.85,8.92,12.53,26.79,83.69,7.97,100.25,orange
98.37,30.75,38.25,22.23,88.41,6.52,283.83,rice
92.31,67.32,40.89,19.92,68.47,6.67,81.82,maize
91.21,24.06,46.52,16.54,56.91,6.22,192.03,coffee
31.12,71.66,182.52,28.08,65.81,6.92,82.23,grapes
102.07,6.57,50.76,30.69,86.8,6.66,40.82,muskmelon
10.84,69.29,21.25,15.37,19.46,5.91,111.36,kidneybeans
73.31,59.65,38.43,35.68,44.81,6.25,49.54,millet
68.12,38.79,45.76,28.62,62.9,6.34,45.58,millet
89.65,88.79,63.72,28.36,71.57,6.31,146.16,banana
29.14,73.15,22.21,17.93,23.4,6.13,102.68,kidneybeans
11.98,42.81,54.57,34.41,54.7,6.15,95.75,mango
110.05,59.23,16.34,27.68,65.16,6.68,103.83,cotton
32.02,87.85,85.58,22.83,17.95,7.17,83.08,chickpea
19.09,61.06,17.24,16.41,24.05,6.34,117.81,kidneybeans
20.86,8.66,28.65,32.68,93.26,6.18,204.82,coconut
119.4,9.65,53.61,25.59,91.19,6.75,33.09,muskmelon
34.17,28.16,30.79,32.27,50.75,5.77,139.87,mango
6.2,12.64,45.74,18.17,91.16,5.68,47.64,pomegranate
108.5,5.73,48.05,27.27,91.4,6.02,47.66,muskmelon
68.96,68.86,43.97,37.64,91.28,6.13,126.65,papaya
39.54,70.76,87.54,22.14,18.74,6.69,90.12,chickpea
67.49,57.5,37.84,23.15,81.87,6.5,167.75,jute
127.7,33.23,36.19,27.34,66.61,5.83,132.32,coffee
81.13,16.67,55.79,28.5,82.13,6.69,67.38,watermelon
12.0,65.07,17.29,19.03,18.0,6.2,116.08,kidneybeans
101.8,93.76,71.24,32.21,83.5,5.5,243.12,banana
98.99,88.22,58.98,23.89,91.76,5.52,239.08,banana
98.4,23.61,46.16,24.57,75.65,5.99,194.78,coffee
35.47,96.94,199.18,19.67,69.06,6.73,94.49,grapes
112.11,44.73,56.18,25.74,81.73,6.16,177.65,rice
19.37,59.4,24.63,27.93,24.94,7.11,55.87,lentil
79.91,41.11,49.82,34.68,78.99,7.12,169.38,jute
26.89,49.13,15.02,30.41,42.11,5.6,37.22,mothbeans
109.72,16.28,55.34,26.31,80.54,6.68,66.42,watermelon
33.47,9.82,35.48,28.78,98.9,6.36,149.97,coconut
102.6,98.03,48.65,25.93,72.81,6.68,216.67,banana
65.9,51.27,29.71,26.73,48.17,7.45,51.12,millet
21.47,43.82,43.37,31.51,46.82,5.98,65.27,mango
116.36,32.22,58.68,30.36,70.6,5.94,152.31,sugarcane
15.73,12.43,39.3,19.24,85.51,7.14,46.34,pomegranate
121.82,32.67,29.82,27.54,50.16,5.14,134.53,coffee
39.67,122.62,216.83,19.42,88.0,6.39,124.52,apple
23.91,40.99,20.91,32.73,46.71,4.57,54.36,mothbeans
16.39,62.71,25.4,22.97,43.81,6.17,62.09,lentil
93.66,7.72,59.82,29.2,93.91,6.17,34.0,muskmelon
22.92,17.99,12.07,28.58,91.94,7.41,106.83,orange
84.02,58.67,27.74,32.26,62.23,7.22,46.53,millet
14.61,9.54,47.52,30.53,82.82,5.5,53.81,pomegranate
52.6,64.74,88.55,21.59,16.85,7.12,67.52,chickpea
100.68,5.29,54.09,24.09,89.33,6.44,51.2,watermelon
8.25,9.11,35.15,19.8,92.94,7.06,58.07,pomegranate
70.35,39.91,33.13,16.59,55.68,5.82,76.1,wheat
92.8,23.3,35.82,17.84,72.58,5.8,219.66,coffee
79.01,11.41,45.18,24.23,88.49,6.49,53.73,watermelon
89.57,36.33,39.1,24.73,88.51,6.74,172.35,jute
27.11,50.07,20.98,30.73,63.56,4.55,54.98,mothbeans
104.76,39.92,51.09,22.71,76.29,5.68,178.89,rice
99.85,18.21,44.66,16.3,68.59,6.35,151.78,coffee
89.63,33.22,21.2,16.48,49.67,6.0,56.39,wheat
16.28,101.88,190.54,23.21,85.36,5.74,157.96,apple
64.45,54.04,21.64,36.01,46.93,6.82,43.42,millet
26.15,69.63,26.53,19.93,48.91,6.53,59.15,lentil
106.03,53.53,29.15,33.15,42.86,7.06,52.98,cotton
22.19,11.12,33.2,25.72,91.67,6.59,221.1,coconut
20.29,74.12,99.61,22.61,19.59,7.21,73.48,chickpea
20.22,10.02,36.47,26.39,94.92,6.6,222.42,coconut
72.81,35.78,47.02,27.56,93.41,6.54,193.01,jute
104.31,29.75,52.19,22.17,66.3,6.5,167.21,coffee
76.9,19.04,59.31,29.42,91.21,6.27,66.37,watermelon
60.2,36.86,31.0,37.96,51.96,6.25,72.68,millet
99.93,48.61,35.1,26.28,50.04,7.63,110.17,cotton
32.12,12.55,30.23,32.06,93.52,5.59,195.59,coconut
28.48,53.01,21.57,30.61,40.44,5.55,41.39,mothbeans
95.31,45.59,49.94,32.79,85.57,6.91,192.93,jute
29.41,41.37,21.22,25.23,53.95,3.89,55.61,mothbeans
58.21,66.99,41.94,27.84,94.88,6.57,114.29,papaya
57.26,87.23,99.61,23.57,19.43,7.6,71.75,chickpea
100.75,10.45,54.33,27.12,87.99,6.64,43.72,watermelon
123.37,36.85,27.72,22.57,65.89,6.49,83.02,cotton
123.85,33.07,22.83,33.45,44.11,7.55,102.72,cotton
108.54,9.91,55.56,35.37,94.86,6.32,33.56,muskmelon
35.46,129.48,207.88,18.31,84.36,6.23,134.03,apple
8.02,11.08,40.02,22.58,83.91,5.74,38.56,pomegranate
22.66,112.63,191.91,23.39,86.26,6.21,134.64,apple
21.82,76.78,216.48,20.34,67.25,6.29,96.82,grapes
96.38,53.72,36.77,25.23,81.26,6.16,279.02,rice
77.96,30.62,35.76,34.02,55.87,6.16,53.68,millet
24.9,56.36,22.08,28.9,23.02,5.87,67.93,lentil
99.82,19.94,48.12,28.18,78.41,6.52,44.68,watermelon
60.56,62.19,47.04,20.16,44.74,6.38,74.19,wheat
29.29,8.89,28.86,31.78,97.72,6.03,201.83,coconut
31.77,71.39,81.73,15.78,18.58,7.52,66.14,chickpea
97.87,36.87,57.16,28.6,71.77,5.86,250.35,rice
25.84,64.49,23.78,21.5,24.4,6.11,73.86,kidneybeans
80.71,64.46,46.98,29.69,73.78,6.17,221.18,banana
21.31,15.24,10.65,20.98,81.92,6.13,97.79,orange
7.34,11.26,48.07,24.45,93.1,7.07,33.17,pomegranate
17.69,67.43,21.33,24.93,40.8,7.0,58.12,lentil
12.85,13.19,38.29,22.92,86.12,7.0,33.19,pomegranate
24.75,63.03,19.34,23.83,42.83,6.0,36.1,lentil
22.32,7.84,10.35,31.84,84.92,6.11,113.87,orange
126.62,87.48,63.77,23.13,81.67,5.57,178.09,banana
58.23,53.7,44.91,27.38,56.19,6.75,42.28,millet
25.04,71.77,29.61,26.43,22.92,6.31,59.66,lentil
122.91,53.67,16.85,34.88,54.38,6.8,85.46,cotton
13.16,10.2,43.63,21.57,88.26,7.38,52.19,pomegranate
104.06,12.59,47.69,26.99,91.49,6.74,23.59,muskmelon
24.08,15.25,52.66,35.36,54.31,5.52,93.04,mango
112.41,22.07,52.34,25.69,61.25,6.2,164.56,coffee
34.22,61.34,201.24,22.19,79.95,6.73,72.62,grapes
57.84,79.57,79.86,17.78,17.86,7.64,80.83,chickpea
25.14,59.03,23.54,25.9,53.06,3.86,61.34,mothbeans
17.12,19.01,32.15,32.6,98.83,6.71,203.26,coconut
23.86,12.99,7.53,28.4,86.81,7.88,109.23,orange
56.63,35.21,26.61,26.4,45.97,6.46,58.98,millet
27.16,78.42,21.1,21.75,22.7,5.66,59.2,lentil
116.01,10.43,54.61,33.13,90.34,6.07,29.09,muskmelon
33.04,68.04,77.58,20.06,16.77,6.61,87.78,chickpea
59.65,60.37,47.24,27.58,82.35,6.54,168.78,papaya
25.66,133.16,218.49,23.97,83.78,6.83,116.67,apple
51.92,54.64,47.4,32.32,89.64,6.33,164.77,papaya
103.24,54.21,45.28,25.89,74.76,5.56,64.09,maize
112.53,49.25,16.47,22.44,65.4,7.89,96.78,cotton
22.98,49.61,16.5,31.24,62.88,4.76,58.74,mothbeans
52.85,69.58,85.87,22.0,19.19,7.33,84.3,chickpea
17.06,17.19,13.27,25.37,82.66,7.54,110.91,orange
18.42,66.5,27.0,26.57,29.75,7.03,65.27,lentil
11.92,16.28,7.33,28.99,89.9,6.02,101.52,orange
53.94,89.64,86.44,18.37,18.07,7.99,90.31,chickpea
97.77,67.43,64.18,29.51,91.17,5.86,175.26,banana
77.91,41.39,21.94,34.93,76.55,6.63,102.96,sugarcane
109.92,66.79,22.64,22.67,47.3,6.68,86.68,wheat
44.65,85.87,79.27,22.38,18.54,7.43,62.4,chickpea
112.45,52.18,23.08,22.69,65.53,6.07,103.42,wheat
49.81,60.01,42.35,32.28,85.66,6.39,137.96,papaya
78.06,46.44,30.01,22.87,80.75,6.37,248.21,rice
55.08,45.3,45.84,25.88,52.83,7.48,58.31,millet
76.41,63.39,49.41,13.66,56.54,6.27,114.53,wheat
18.47,54.7,29.6,24.26,49.34,5.75,38.47,lentil
19.3,53.48,17.26,28.97,51.93,5.6,53.46,mothbeans
19.03,57.43,22.66,20.46,21.26,5.62,100.08,kidneybeans
86.14,54.9,33.78,25.87,69.98,6.9,74.4,cotton
20.19,80.9,93.01,24.29,16.25,6.86,63.66,chickpea
36.01,104.95,192.81,23.02,82.71,5.75,135.61,apple
27.58,61.54,28.26,27.87,23.37,5.84,34.41,lentil
11.65,58.81,24.53,15.69,23.49,6.04,82.29,kidneybeans
23.12,136.29,204.33,12.23,81.92,6.85,158.91,apple
87.59,9.42,54.87,28.95,77.93,6.44,51.53,watermelon
103.17,52.26,50.12,23.64,71.75,6.5,199.53,rice
24.51,73.22,21.2,21.79,23.37,6.49,69.74,kidneybeans
27.43,85.13,185.38,16.49,61.32,5.6,83.91,grapes
71.69,40.89,42.28,30.45,48.28,6.12,38.12,millet
125.92,25.94,36.85,23.59,64.22,5.8,133.64,coffee
100.37,56.89,37.54,22.34,68.21,5.72,66.37,wheat
75.91,53.52,43.65,24.23,93.93,6.99,233.37,rice
24.71,114.99,218.46,14.75,86.36,6.52,167.43,apple
78.94,36.35,52.36,34.43,87.09,6.4,213.57,jute
25.22,16.71,32.62,30.81,93.1,5.82,213.07,coconut
16.55,68.79,20.54,18.98,18.01,5.69,66.51,kidneybeans
76.59,43.38,49.9,29.85,46.58,6.1,69.5,millet
84.05,30.84,54.83,23.8,56.9,5.47,215.54,coffee
24.88,77.03,17.4,20.39,34.38,6.83,40.63,lentil
17.47,53.4,28.71,21.0,36.17,7.03,34.71,lentil
10.34,59.37,22.08,16.19,24.7,6.36,90.58,kidneybeans
89.58,13.18,47.83,29.45,88.58,7.37,47.63,muskmelon
83.27,56.94,38.87,28.43,43.38,7.0,91.58,cotton
66.81,39.78,53.05,27.43,92.57,7.48,243.41,jute
31.71,38.79,30.19,33.91,60.69,6.65,140.77,mango
23.69,55.92,20.69,26.47,54.13,4.24,60.89,mothbeans
86.85,43.55,26.68,32.71,67.46,5.73,209.17,sugarcane
123.01,17.69,37.43,27.05,75.12,5.88,197.21,coffee
91.66,19.53,48.99,26.08,75.54,6.4,219.43,coffee
5.06,12.92,38.5,18.7,81.19,6.14,45.88,pomegranate
11.29,5.24,37.09,22.43,94.85,6.76,41.98,pomegranate
23.25,52.21,27.56,28.45,20.91,6.23,33.16,lentil
98.86,66.34,44.8,11.07,44.98,6.12,102.43,wheat
54.21,56.7,50.7,29.74,91.78,6.98,142.54,papaya
22.14,107.89,199.05,10.55,85.02,6.59,151.8,apple
89.64,59.53,37.42,34.96,75.68,7.09,138.68,sugarcane
61.17,36.2,35.21,24.26,78.07,7.03,193.57,jute
90.44,69.53,36.62,23.47,64.1,6.77,148.29,maize
10.65,58.08,29.65,24.78,36.91,7.08,31.83,lentil
39.52,82.95,185.88,23.48,82.67,6.16,84.46,grapes
81.35,57.77,40.6,27.66,62.28,6.85,30.49,millet
96.82,20.55,42.3,15.7,73.98,5.72,174.08,coffee
51.07,63.78,74.28,22.49,19.58,7.1,72.32,chickpea
24.51,79.69,18.03,26.65,21.31,5.88,52.02,lentil
90.92,85.73,76.5,31.3,72.58,5.61,185.7,banana
75.71,49.59,50.33,26.74,89.85,7.43,198.78,jute
63.91,51.22,49.64,28.07,77.35,6.6,209.4,jute
31.29,72.07,212.17,21.49,73.5,5.8,70.12,grapes
15.65,15.89,30.72,34.98,90.71,5.62,223.55,coconut
6.98,5.64,36.02,20.12,87.84,7.38,37.05,pomegranate
75.84,52.66,24.72,32.79,47.19,7.16,51.64,millet
104.85,37.03,23.96,18.09,69.14,6.56,113.94,wheat
113.73,20.36,56.46,30.42,75.03,5.02,137.86,sugarcane
16.38,6.08,39.1,21.86,90.59,6.41,34.89,pomegranate
99.65,18.09,59.41,22.56,86.33,6.37,47.68,watermelon
14.41,71.25,23.28,20.05,21.37,5.98,31.56,lentil
87.98,18.86,43.55,24.88,85.65,6.5,53.92,watermelon
16.35,8.86,6.15,21.49,82.52,6.29,97.67,orange
13.97,71.19,27.15,26.41,35.07,5.86,69.7,lentil
38.89,20.97,42.28,31.79,45.24,7.06,85.51,mango
